,Product ID,Period,Value of pay,Segment of payment,Client's gender,Client's age
10519,4,38,1,102099,F,33
10520,4,40,1,101799,M,25
10521,4,99,-2,101799,M,42
10522,1,52,1,101799,M,50
10523,4,44,1,101799,M,86
10524,4,42,1,102099,F,60
10525,4,16,2,102099,F,74
10526,1,42,1,102499,M,73
10527,4,99,-1,101799,F,73
10528,2,44,1,102199,M,56
10529,4,16,1,101799,F,63
10530,4,16,1,102099,M,25
10531,4,52,1,101799,M,81
10532,4,16,1,101799,F,33
10533,4,99,-1,101799,F,81
10534,4,99,-1,102099,F,36
10535,4,99,-1,101799,M,25
10536,6,16,1250,102199,M,69
10537,6,55,1,101799,F,85
10538,4,42,"-56,67",101799,F,52
10539,4,70,1,102099,F,32
10540,4,38,1,102199,F,25
10541,4,42,1,101799,F,39
10542,4,55,1,101799,M,40
10543,1,54,1,101799,F,59
10544,4,40,1,101799,F,61
10545,4,40,1,101799,M,40
10546,4,99,-1,101799,M,39
10547,4,52,1,102099,M,51
10548,2,40,3,101799,F,37
10549,4,99,-1,101799,F,80
10550,4,55,1,102099,M,58
10551,4,54,1,101799,F,40
10552,4,13,1,102099,M,81
10553,6,44,1,101799,M,34
10554,4,52,3,102099,M,61
10555,4,55,"1209,5",102199,F,53
10556,4,99,-2,101799,M,65
10557,4,54,1,102099,M,49
10558,6,55,1,101799,F,47
10559,4,99,-2,101799,F,78
10560,4,99,-1,102099,F,85
10561,4,40,-16875,101799,F,58
10562,4,52,1,102099,F,74
10563,4,42,1,101799,M,23
10564,6,44,1,101799,F,27
10565,4,99,-2,101799,F,45
10566,4,13,10,102099,M,42
10567,4,99,-1,102099,M,54
10568,2,38,1,101799,M,47
10569,4,99,-2,101799,M,30
10570,4,42,1,101799,F,45
10571,2,70,1,101799,M,49
10572,4,99,-1,102199,F,69
10573,4,44,1,102099,F,60
10574,4,13,4,101799,F,32
10575,4,67,1,101799,F,29
10576,4,42,1,101799,M,45
10577,1,40,1,101799,M,43
10578,4,55,1,101799,M,41
10579,4,54,1,102099,F,45
10580,4,40,1,102199,M,65
10581,6,13,1,101799,F,75
10582,1,42,1,101799,F,39
10583,4,99,-4,102199,F,67
10584,2,55,1,101799,F,28
10585,4,52,1,101799,M,58
10586,4,55,1,101799,F,74
10587,4,13,2,101699,F,74
10588,4,16,1,101799,F,73
10589,1,52,1,101799,M,61
10590,4,13,2,102099,F,39
10591,4,99,-2,102099,M,56
10592,4,55,1,101799,M,64
10593,2,52,1,101799,M,40
10594,6,40,"635,59",101799,M,35
10595,1,13,1,101799,M,44
10596,2,52,1,101799,F,54
10597,4,16,1,102199,F,68
10598,4,13,1,101799,M,53
10599,4,42,1,101799,M,55
10600,2,52,2,101799,F,28
10601,4,52,2,101799,M,25
10602,4,52,2,101799,F,63
10603,4,42,1,101799,F,85
10604,4,55,4,102099,F,56
10605,2,42,1,101799,F,67
10606,2,40,1,101799,M,72
10607,2,55,1,101799,F,27
10608,2,40,1,101799,F,38
10609,1,40,1,101799,M,56
10610,4,99,-2,102099,F,27
10611,2,13,1,101799,M,75
10612,4,99,-1,102099,F,47
10613,1,18,1,101799,M,51
10614,4,16,1,101799,F,49
10615,2,42,1,101799,M,63
10616,4,67,1,101799,M,56
10617,4,99,-5,102199,F,39
10618,2,40,1,101799,M,51
10619,4,99,-1,101799,M,65
10620,4,13,2,101799,M,73
10621,4,42,"34951,27",101799,M,68
10622,4,40,1,101799,M,81
10623,6,54,1,102199,M,52
10624,4,16,1,101799,M,83
10625,2,42,8,101799,M,38
10626,4,55,"1816,02",101799,M,50
10627,6,70,1,101799,F,86
10628,4,54,1,101799,F,58
10629,6,54,1,101799,F,34
10630,4,13,1,102299,F,79
10631,4,99,-1,102099,F,63
10632,4,99,-1,102099,F,27
10633,4,42,1,102099,M,70
10634,2,44,1,102199,M,86
10635,4,40,1,102199,F,43
10636,4,52,1,101799,M,86
10637,4,99,-1,101799,M,72
10638,1,38,1,101799,F,37
10639,4,52,1,102299,F,46
10640,4,99,-1,101799,M,32
10641,4,99,-21,102099,M,86
10642,4,70,1,101799,M,61
10643,4,99,-2,101799,M,80
10644,4,42,1,102099,F,53
10645,6,54,1,101799,F,36
10646,6,38,1,101799,F,54
10647,4,18,1,102199,F,25
10648,4,42,2,101799,M,85
10649,4,40,3,101799,M,63
10650,4,99,-2,102199,M,28
10651,2,54,1,101799,M,37
10652,4,55,2,102099,M,36
10653,4,42,4,102099,F,65
10654,4,52,2,101799,F,59
10655,4,99,-7,102099,M,34
10656,4,40,1,101799,M,35
10657,6,52,1,101799,F,81
10658,1,38,1,101799,M,61
10659,2,44,1,102199,F,43
10660,4,99,-1,101799,F,84
10661,4,13,1,101799,F,59
10662,4,54,1,101799,M,71
10663,4,54,1,101799,F,62
10664,1,52,1,101799,M,69
10665,4,99,-1,101799,M,40
10666,4,13,1,101799,F,24
10667,4,99,-1,101799,F,35
10668,4,54,1,102099,M,25
10669,4,54,1,101799,M,74
10670,4,99,-1,101799,F,34
10671,2,38,1,101799,F,39
10672,1,42,1,101799,M,54
10673,4,52,1,101799,F,45
10674,4,54,1,101799,M,34
10675,4,99,-1,102199,M,65
10676,1,42,1,101799,M,85
10677,4,40,17,102099,F,51
10678,1,16,1,102199,F,40
10679,4,54,1,101799,M,72
10680,4,52,1,101799,F,24
10681,4,52,1,101799,M,26
10682,1,54,-1250,102199,F,66
10683,4,40,1,101799,F,71
10684,4,99,-17,102299,F,30
10685,6,54,1,101799,M,60
10686,4,52,1,101799,F,24
10687,1,40,4000,101799,M,65
10688,4,54,1,101799,M,78
10689,1,54,1,101799,F,48
10690,4,44,1,101799,M,72
10691,1,16,1,101799,F,66
10692,4,49,1,101799,F,75
10693,2,52,2,101799,F,76
10694,2,16,1,101799,F,29
10695,4,44,1,101799,F,65
10696,1,18,1,101799,M,47
10697,2,55,1,101799,M,52
10698,4,99,-4,101899,M,63
10699,4,67,1,102099,F,42
10700,4,16,3,102299,M,27
10701,1,44,1,101799,M,60
10702,4,55,1,101799,M,53
10703,2,52,1,101799,M,73
10704,6,44,1,101799,F,26
10705,2,18,1,101799,F,28
10706,4,44,2,101799,F,28
10707,2,38,1,102199,F,48
10708,4,42,3,101799,M,49
10709,4,54,1,101799,F,64
10710,4,54,1,101799,M,44
10711,4,44,1,102199,F,41
10712,4,54,1,101799,F,62
10713,4,55,1,101799,F,71
10714,1,38,1,101799,M,26
10715,4,16,1,102099,F,61
10716,4,99,-1,101799,F,56
10717,4,99,-1,101799,M,66
10718,4,42,1,101799,M,69
10719,4,16,1,102099,F,51
10720,1,16,1,101799,M,79
10721,4,16,1,102099,M,57
10722,2,13,1,101799,F,69
10723,4,18,"23937,54",102099,F,63
10724,4,99,-2,101799,M,82
10725,4,13,1,101799,F,24
10726,4,44,1,102299,F,48
10727,4,99,-3,102099,F,64
10728,2,13,1,101799,M,61
10729,4,40,"833333,34",102299,M,66
10730,2,54,1,101799,M,76
10731,4,55,2,102099,F,24
10732,4,42,1,101799,M,48
10733,4,40,1,101799,F,75
10734,6,70,1,101799,F,69
10735,2,40,1,101799,F,64
10736,4,54,2,101799,M,31
10737,4,99,-1,101799,F,54
10738,4,70,4,101799,F,61
10739,4,13,1,102199,F,38
10740,2,52,1,101799,F,58
10741,4,42,"17180,82",102099,F,85
10742,4,16,2,101699,F,82
10743,2,40,1,101799,M,41
10744,4,55,25340,102099,M,59
10745,4,55,1,102199,M,25
10746,6,44,-3500,102199,F,63
10747,4,49,1,101799,M,66
10748,4,99,-1,101799,M,47
10749,4,13,1,102199,M,79
10750,4,54,1,101799,F,49
10751,4,44,6,102099,F,75
10752,4,16,10000,102199,F,60
10753,4,42,1,102299,F,55
10754,4,99,-1,102099,F,64
10755,1,70,2,101799,F,65
10756,2,13,1,101799,F,75
10757,2,42,1,101799,M,63
10758,1,40,1,101799,F,46
10759,2,13,1,101799,M,64
10760,2,55,1,101799,F,55
10761,4,99,-1,101799,F,46
10762,4,38,1,101799,F,56
10763,4,99,-1,102199,M,24
10764,4,42,1,101799,F,42
10765,4,13,2,101799,M,85
10766,4,54,1,101799,M,53
10767,4,99,-1,101799,F,72
10768,4,99,-2,101799,M,86
10769,2,38,1,102199,M,52
10770,2,13,1,101799,M,72
10771,2,70,1,101799,M,30
10772,4,52,2,102099,M,23
10773,4,99,-3,101799,M,72
10774,4,99,-1,101799,M,72
10775,4,99,-2,101699,M,27
10776,4,16,1,101799,M,43
10777,4,54,1,101799,M,68
10778,4,52,2,102099,M,31
10779,4,16,1,101799,M,77
10780,1,44,1,102199,M,69
10781,4,54,1,102199,F,74
10782,4,13,1,101799,F,23
10783,4,99,-1,101799,M,82
10784,6,18,495,101799,M,86
10785,4,16,2,101799,F,73
10786,2,54,1,101799,M,36
10787,6,44,1,101799,F,69
10788,4,52,1,102199,F,62
10789,4,99,-1,101799,F,61
10790,4,52,3,102299,F,72
10791,4,52,1,101799,F,77
10792,4,13,1,101699,M,78
10793,1,52,1,101799,M,57
10794,4,99,-2,102099,F,46
10795,4,16,1,102299,F,38
10796,1,70,1,101799,F,42
10797,6,70,1,101799,M,35
10798,6,40,1,101799,M,30
10799,4,16,30,102099,F,62
10800,4,44,1,101799,M,43
10801,4,16,1,101799,M,65
10802,1,38,1,101799,M,65
10803,4,44,18000,101799,M,81
10804,4,18,2,102099,M,24
10805,4,44,1,102299,M,72
10806,4,42,1750,101799,M,25
10807,1,42,1,101799,F,52
10808,6,42,1,101799,F,24
10809,4,55,1,102099,M,34
10810,1,38,1,101799,M,75
10811,4,44,9,102099,F,40
10812,4,54,2,102099,F,30
10813,2,44,2,102199,M,70
10814,4,38,1,101799,F,80
10815,1,18,1,101799,M,45
10816,4,42,1,101799,M,78
10817,4,55,1,101799,M,30
10818,1,70,1,102199,F,63
10819,4,42,24000,101799,F,49
10820,1,54,1,101799,F,76
10821,1,54,1,101799,F,72
10822,4,40,6,102099,M,39
10823,4,13,1,101799,F,27
10824,6,13,1,101799,M,51
10825,6,42,2,102099,M,47
10826,4,99,-1,101799,M,64
10827,4,99,-1,101799,F,25
10828,2,40,1,101799,F,83
10829,4,38,1,102199,M,71
10830,1,16,1,101799,F,65
10831,4,54,1,101799,F,24
10832,4,42,1,101799,M,72
10833,4,42,1,101799,F,69
10834,4,55,1,102099,F,38
10835,6,55,1,101799,M,79
10836,4,52,2,101799,F,72
10837,4,42,1,101799,F,74
10838,1,16,1,101799,F,33
10839,4,99,-3,101799,M,29
10840,1,52,1,101799,F,57
10841,4,99,-15,102099,M,56
10842,4,40,1,101799,F,39
10843,6,44,1,102199,M,51
10844,6,55,1,102099,F,46
10845,1,42,1,101799,F,51
10846,4,52,2,102199,F,42
10847,1,40,1,101799,M,85
10848,2,54,1,101799,M,63
10849,6,16,1,101799,F,38
10850,4,55,2,101799,M,83
10851,4,16,2,102199,F,65
10852,2,38,"1041,25",101799,F,23
10853,4,99,-2,102099,M,34
10854,4,38,1,101799,M,56
10855,6,40,2,101799,F,55
10856,4,99,-1,102199,F,71
10857,4,42,2,101799,M,45
10858,4,42,1,101799,F,34
10859,4,99,-1,101799,F,73
10860,4,99,-2,101699,M,46
10861,4,55,1,102199,M,82
10862,1,52,1,101799,F,70
10863,4,99,-1,102199,F,66
10864,4,99,-1,101799,M,61
10865,4,55,2,102099,M,67
10866,4,99,-1,101799,F,29
10867,4,99,-4,101799,M,73
10868,4,42,1,102099,F,83
10869,1,16,1,101799,M,63
10870,2,42,1,101799,F,75
10871,4,54,2,102199,M,44
10872,4,52,2,101699,F,25
10873,2,52,-5000,101799,M,49
10874,2,13,1225,102199,M,23
10875,2,54,1,102199,M,35
10876,4,52,1,101799,M,23
10877,4,38,1,101799,M,51
10878,4,99,-2,102099,M,26
10879,4,99,-1,101799,F,67
10880,4,99,-1,101799,M,25
10881,4,99,-10,101799,F,47
10882,4,42,1,101799,M,53
10883,2,42,"-612,5",101799,M,85
10884,1,42,1,101799,F,74
10885,4,99,-2,101799,M,45
10886,1,52,1,101799,M,85
10887,4,54,1,101799,M,27
10888,1,54,1,101799,M,84
10889,1,16,1,101799,M,50
10890,1,40,1,101799,M,62
10891,4,99,-3,102099,F,36
10892,1,13,"-674,38",101799,F,43
10893,4,13,2,102099,M,30
10894,4,44,2,102199,M,47
10895,4,99,-1,101799,M,34
10896,6,16,1,101799,M,75
10897,4,77,1,102199,M,36
10898,6,16,1,102299,M,34
10899,1,54,1,101799,M,57
10900,4,70,1,101799,M,77
10901,1,42,1,101799,F,59
10902,4,44,1,101899,M,39
10903,2,42,1,101799,M,47
10904,1,42,1,101799,M,59
10905,2,18,1,101799,F,65
10906,1,38,1,101799,F,74
10907,4,42,2,102099,F,33
10908,4,99,-1,101799,F,56
10909,2,16,"1348,75",102199,M,69
10910,4,44,1,102199,M,63
10911,4,54,1,102099,F,40
10912,1,16,1,101799,F,41
10913,4,54,1,102199,M,49
10914,2,42,1,101799,M,43
10915,2,52,1,101799,M,45
10916,1,52,1,101799,F,64
10917,6,54,1,101799,M,62
10918,4,99,-2,101799,F,58
10919,4,99,-6,102099,F,46
10920,4,42,1,101799,M,60
10921,4,38,1,102299,M,68
10922,4,54,1,102099,M,77
10923,4,99,-4,101799,M,46
10924,4,99,-8,101799,M,57
10925,4,99,-1,102299,M,86
10926,4,40,1,101799,M,77
10927,4,67,2,101799,M,51
10928,4,99,-1,101799,M,46
10929,2,54,1,101799,M,44
10930,4,55,1,102499,F,24
10931,4,44,1,101799,F,78
10932,2,42,1,101799,M,24
10933,2,44,1,101799,M,78
10934,4,42,1,101799,F,62
10935,6,16,1,101799,F,61
10936,4,13,1,102199,F,35
10937,2,40,1,101799,M,47
10938,6,40,1,101799,M,67
10939,2,18,1,101799,M,85
10940,4,99,-1,102199,F,30
10941,1,52,1,101799,M,72
10942,1,38,1,101799,M,41
10943,4,13,"176819,5",102099,F,28
10944,2,54,1,102199,F,75
10945,6,42,1,101799,M,52
10946,2,44,1,101799,M,86
10947,4,16,3,102099,F,72
10948,4,99,-1,102099,F,86
10949,4,13,1,101799,F,68
10950,4,67,1,101799,M,62
10951,1,13,1,101799,M,67
10952,4,77,5,102199,F,28
10953,4,42,1,101799,M,59
10954,1,52,1,101799,M,54
10955,4,42,1,101799,M,63
10956,4,44,1,101799,F,29
10957,6,55,1,101799,M,77
10958,4,52,1,101799,M,72
10959,4,99,-1,101799,M,60
10960,4,18,1,101799,M,47
10961,4,42,1,101799,M,81
10962,4,40,2,102199,F,32
10963,1,16,"674,38",101799,M,46
10964,2,40,1,102299,M,29
10965,4,52,1,102099,M,62
10966,4,40,2,102099,F,29
10967,1,52,1,101799,M,38
10968,4,52,1,102199,M,77
10969,4,70,2,101799,M,50
10970,4,70,1,101799,F,34
10971,4,99,-5,102199,F,28
10972,1,54,1,101799,M,77
10973,2,55,1,101799,F,65
10974,4,18,1,101799,M,33
10975,4,44,1,101799,M,50
10976,4,16,1,101799,F,73
10977,4,99,-4,102199,F,63
10978,4,99,-1,101799,F,48
10979,4,44,2,101799,F,40
10980,4,16,1,101799,M,39
10981,4,38,1,101799,M,27
10982,1,38,1,101799,M,84
10983,4,44,1,101799,F,42
10984,1,55,1,101799,F,25
10985,4,54,1,102199,F,55
10986,4,13,1,102199,F,37
10987,4,99,-1,101799,M,25
10988,4,42,2,101799,F,58
10989,4,99,-1,101799,M,64
10990,4,99,-1,101799,M,78
10991,2,16,1,101799,F,76
10992,6,40,1,101799,F,49
10993,4,99,-3,101799,M,62
10994,4,13,1,102299,M,64
10995,1,52,1,101799,M,50
10996,4,16,1,102199,F,77
10997,1,52,1,101799,F,63
10998,4,55,1,153199,F,84
10999,4,42,1,102099,M,70
11000,6,42,1,101799,M,31
11001,2,44,1,101799,M,52
11002,1,55,1,101799,M,36
11003,4,44,1,102299,M,59
11004,1,44,1,101799,F,52
11005,4,99,-1,102299,F,70
11006,4,99,-1,101799,F,61
11007,4,99,-1,102199,M,63
11008,4,38,1,101799,M,31
11009,4,55,1,102099,M,31
11010,6,52,2,101799,M,69
11011,4,99,-3,101799,F,26
11012,4,40,2,101799,F,42
11013,1,52,1,101799,M,60
11014,4,55,1,102299,M,63
11015,6,70,1000,101799,F,63
11016,4,42,1,102199,F,42
11017,6,44,1,101799,F,72
11018,6,40,1,101799,F,68
11019,4,99,-1,102199,F,38
11020,4,99,-1,101799,F,84
11021,4,42,1,101799,F,60
11022,2,13,2,101799,M,63
11023,4,42,1,101799,F,26
11024,4,16,1,101799,F,63
11025,6,42,2,101799,M,52
11026,4,99,-2,102299,M,32
11027,4,99,-1,101799,F,73
11028,2,16,1,101799,M,45
11029,1,52,"-674,38",101799,F,82
11030,2,18,1,101799,M,49
11031,4,44,2,101799,F,56
11032,2,40,1,101799,F,47
11033,6,44,1,101799,M,73
11034,4,42,1,102299,F,42
11035,4,16,1,101799,M,49
11036,4,42,1,101799,M,28
11037,1,42,1,101799,M,24
11038,1,55,1,101799,F,86
11039,4,99,-2,102099,M,81
11040,4,70,1,102199,F,84
11041,4,99,-1,101799,M,74
11042,4,42,1,102299,F,68
11043,4,16,1,101799,F,86
11044,2,16,1,101799,M,60
11045,4,55,2,101799,M,43
11046,4,99,-2,101799,F,84
11047,6,54,"12893,47",102199,M,57
11048,4,55,1,102299,F,26
11049,4,70,2,102099,M,45
11050,4,99,-1,101799,M,79
11051,1,55,1,101799,M,70
11052,4,52,1,102199,M,25
11053,4,44,1,101799,F,63
11054,4,99,-1,102099,M,58
11055,4,13,1,101799,F,34
11056,4,13,1,102099,M,69
11057,4,52,1,101799,F,81
11058,4,40,1,102499,M,27
11059,4,40,1,102099,M,56
11060,4,44,1,101799,F,25
11061,1,38,1,101799,M,54
11062,6,52,1,101799,M,35
11063,4,99,-1,101999,M,59
11064,1,16,1,101799,F,76
11065,4,67,1,101799,F,80
11066,2,16,1,101799,F,50
11067,4,44,1,101799,F,28
11068,4,99,-1,101799,F,51
11069,4,99,-8,102199,M,67
11070,4,99,-5,102199,M,35
11071,4,99,-1,102299,F,50
11072,4,99,-2,102199,M,72
11073,6,55,1,101799,F,24
11074,4,16,1,102199,M,48
11075,4,99,-1,102199,M,51
11076,2,54,1,102199,M,72
11077,4,52,1,101799,F,76
11078,2,38,1,101799,M,26
11079,4,99,-1,101799,M,49
11080,4,42,1,102199,M,67
11081,4,13,1,101799,M,53
11082,4,40,1,102099,M,49
11083,1,52,3,101799,F,62
11084,1,52,1,101799,F,36
11085,4,13,1,101799,M,25
11086,4,13,1,102099,F,53
11087,4,99,-1,101799,F,26
11088,4,44,2,101799,M,85
11089,1,38,1,101799,F,63
11090,6,42,1,101799,M,71
11091,4,67,2,102099,F,42
11092,4,99,-1,102199,M,72
11093,4,99,-1,102199,M,65
11094,4,99,-1,101799,F,80
11095,4,99,-3,101799,M,71
11096,4,99,-2,101799,M,33
11097,4,99,-1,102199,F,75
11098,1,18,1,101799,M,70
11099,1,18,1,101799,M,81
11100,1,38,1,101799,M,81
11101,2,54,1,101799,F,66
11102,4,16,1,102199,F,37
11103,4,99,-1,102299,M,23
11104,4,38,1,102099,F,53
11105,4,42,2,101799,M,63
11106,4,99,-1,102199,M,57
11107,1,18,1,101799,M,27
11108,4,99,-1,101799,M,85
11109,4,55,1,102099,F,32
11110,4,99,-1,101799,F,41
11111,2,52,5,102199,M,38
11112,4,13,1,101799,M,37
11113,1,38,1,101799,M,73
11114,4,99,-2,102099,M,60
11115,4,44,2,102099,M,57
11116,4,44,5,102099,M,81
11117,1,44,1,101799,F,60
11118,4,70,1,101799,M,72
11119,4,52,2,102199,M,40
11120,4,99,-1,101799,F,29
11121,4,99,-2,101799,F,55
11122,2,16,1,101799,F,51
11123,4,99,-5,101799,M,25
11124,6,55,1,101799,F,25
11125,4,44,1,101799,M,80
11126,6,55,1,102199,M,81
11127,1,42,"-674,38",101799,M,26
11128,1,55,1,101799,F,29
11129,4,16,1,101799,F,84
11130,6,42,1,101799,F,42
11131,1,52,1,101799,F,37
11132,4,18,1,102099,M,61
11133,4,16,1,101799,M,73
11134,4,99,-1,101799,F,76
11135,4,99,-3,101799,F,85
11136,4,44,1,101799,M,64
11137,4,55,2,102299,M,25
11138,4,99,-1,101799,M,83
11139,4,99,-1,101799,M,66
11140,4,40,1,101799,F,79
11141,2,54,1,101799,F,48
11142,4,54,1,102299,M,54
11143,1,38,1,101799,M,77
11144,4,13,1,102199,M,49
11145,4,16,1,102199,F,58
11146,4,55,1,102199,F,67
11147,4,13,1,102099,M,77
11148,4,13,6,102099,F,71
11149,4,54,1,101799,M,32
11150,2,18,1,101799,M,41
11151,4,54,1,101799,M,75
11152,1,38,1,101799,M,69
11153,4,44,1,102099,M,52
11154,4,13,1,101799,F,82
11155,4,40,6,101799,F,28
11156,4,99,-3,101799,M,82
11157,4,99,-1,101799,F,32
11158,4,42,1,101799,M,54
11159,4,55,1,102099,M,66
11160,4,13,1,101799,M,25
11161,6,70,1,101799,M,76
11162,6,55,1,101799,M,38
11163,4,40,1,101799,M,69
11164,1,44,1,101799,F,65
11165,4,38,1,102099,M,76
11166,2,40,"-674,38",101799,F,38
11167,4,13,1,101799,F,65
11168,4,99,-1,102199,F,58
11169,1,52,1,101799,F,31
11170,2,52,2,101799,M,67
11171,4,40,5,102199,F,34
11172,4,44,2,101699,M,77
11173,6,44,1,101799,M,76
11174,4,13,1,102099,F,72
11175,4,54,1,101799,F,33
11176,4,40,2,101799,F,69
11177,4,52,2,101799,M,30
11178,4,40,4,102099,F,29
11179,6,55,1,101799,M,59
11180,4,44,3,101799,F,77
11181,2,52,1,101799,F,67
11182,4,40,6075,101799,F,73
11183,4,16,2,101799,F,62
11184,4,99,-1,101799,F,28
11185,4,40,15,101799,F,60
11186,4,40,1,101799,F,35
11187,4,40,1,102199,M,51
11188,6,40,1,102199,F,86
11189,6,55,1,101799,F,28
11190,2,13,1,102199,F,48
11191,4,38,3,102299,M,76
11192,2,44,1,101799,F,73
11193,2,42,1,101799,M,67
11194,1,42,1,101799,F,33
11195,6,42,1,101799,F,74
11196,4,44,1,101799,M,33
11197,4,42,1,102299,M,25
11198,1,52,1,101799,M,38
11199,4,99,-1,102199,M,51
11200,4,99,-2,101799,F,78
11201,1,42,1,101799,F,75
11202,4,52,2,101799,M,67
11203,4,16,1,101799,M,36
11204,4,99,-2,101799,F,80
11205,6,16,1,101799,M,23
11206,4,77,1,101799,F,38
11207,1,42,1,101799,F,37
11208,2,70,1,101799,M,83
11209,4,67,1,102099,F,65
11210,2,38,1,101799,M,54
11211,4,13,1,102299,M,59
11212,1,40,1,101799,M,30
11213,6,13,3,101799,F,74
11214,4,38,1,102299,F,42
11215,4,42,1,101799,M,34
11216,6,67,1,101799,F,65
11217,1,54,"-2023,13",101799,M,85
11218,2,55,1,101799,F,76
11219,6,55,1,101799,M,35
11220,4,99,-1,102199,F,35
11221,4,99,-1,101799,F,37
11222,4,52,1,101799,F,72
11223,4,52,1,102099,M,74
11224,2,38,1,101799,F,26
11225,4,16,1,101799,F,29
11226,2,44,"-612,5",101799,F,65
11227,4,40,1,101799,F,42
11228,4,42,1,101799,F,29
11229,1,13,1,101799,F,37
11230,4,44,1,101799,M,34
11231,4,70,1,102099,M,58
11232,4,52,1,101799,F,34
11233,4,13,1,102199,F,69
11234,4,54,2,102099,M,84
11235,2,44,1,101799,M,51
11236,4,99,-1,101799,F,67
11237,4,52,1,102199,M,30
11238,4,44,1,101799,M,78
11239,4,99,-1,102199,M,49
11240,4,55,1,101799,F,66
11241,4,99,-1,101799,M,78
11242,2,38,1,101799,F,74
11243,1,38,1,101799,M,46
11244,2,42,12500,101799,M,84
11245,1,38,1,101799,F,32
11246,4,44,1,101799,M,82
11247,6,67,1,101799,M,78
11248,4,54,1,102199,M,60
11249,4,99,-1,101799,M,28
11250,1,55,1,101799,M,37
11251,4,40,1,101799,M,44
11252,2,52,1,101799,M,24
11253,4,99,-1,101799,M,83
11254,4,99,-3,101799,M,42
11255,2,70,1,101799,F,56
11256,6,52,1,101799,F,29
11257,1,44,1,101799,F,33
11258,4,52,1,101799,M,83
11259,4,42,1,101799,F,72
11260,2,55,1,101799,F,68
11261,1,42,1,101799,M,24
11262,4,99,-2,102199,M,47
11263,2,40,"-674,38",101799,F,55
11264,2,42,1225,101799,M,76
11265,4,40,5,102099,F,42
11266,2,54,1,101799,F,68
11267,4,42,1,102299,F,23
11268,6,54,47,101799,M,34
11269,4,99,-1,102199,M,66
11270,1,54,1,101799,F,51
11271,2,18,2,101799,M,41
11272,4,99,-6,101799,M,74
11273,6,40,1,101799,M,61
11274,4,13,1,102199,F,73
11275,6,44,4,101799,M,23
11276,2,55,1,101799,M,69
11277,2,42,2500,101799,F,62
11278,2,55,1,101799,F,84
11279,6,44,1,101799,F,74
11280,4,99,-1,101799,M,23
11281,4,99,-1,101799,M,73
11282,4,52,1,101799,F,65
11283,6,18,8625,101799,M,27
11284,4,99,-1,101799,M,40
11285,4,99,-1,101799,M,27
11286,4,54,1,101799,F,34
11287,4,40,1,102299,F,60
11288,4,42,1,102099,M,50
11289,6,16,2,102199,M,45
11290,6,16,1,101799,F,61
11291,4,40,1,102099,M,27
11292,4,52,3,102099,M,41
11293,1,52,1,101799,M,49
11294,1,38,1,101799,M,44
11295,4,16,2,102199,M,28
11296,1,42,1,101799,M,60
11297,1,38,1,101799,F,25
11298,2,38,1,101799,F,71
11299,1,40,1,101799,F,82
11300,4,40,"3896,43",102099,F,64
11301,4,40,-11250,101799,M,75
11302,6,40,1,101799,M,63
11303,4,40,1,102199,F,34
11304,4,16,20625,101799,F,75
11305,4,67,1,102099,F,51
11306,2,54,-750,101799,M,52
11307,1,44,1,101799,M,47
11308,6,40,1,102199,F,71
11309,2,54,1,101799,F,32
11310,4,40,1,101799,F,48
11311,1,42,1,101799,F,84
11312,1,13,1,101799,M,73
11313,1,54,1,101799,M,81
11314,4,18,3,101899,F,50
11315,4,99,-1,101799,F,32
11316,4,52,1,101799,F,62
11317,4,16,20000,102099,M,68
11318,6,13,1,101799,F,26
11319,4,52,1,101799,F,74
11320,4,42,10,102199,M,86
11321,1,38,1,101799,F,70
11322,4,99,-1,101799,M,86
11323,2,18,1,102199,M,65
11324,1,38,1,101799,F,71
11325,4,99,-1,102199,M,48
11326,1,52,2,101799,F,56
11327,4,99,-4,102099,M,27
11328,4,99,-2,102299,F,39
11329,4,99,-1,101799,M,75
11330,4,99,-1,101799,M,79
11331,4,70,1,102199,F,71
11332,2,42,500,101799,M,74
11333,4,13,1,101799,F,82
11334,1,18,1,101799,F,30
11335,4,44,1,101799,M,60
11336,4,42,1,101799,F,51
11337,4,99,-1,102099,M,79
11338,2,70,1,101799,M,48
11339,1,38,2,102199,F,65
11340,4,42,1,102099,F,26
11341,4,13,3,101799,M,72
11342,4,18,1,102199,M,54
11343,1,40,1,101799,F,24
11344,6,70,1,101799,M,34
11345,4,16,1,102099,F,30
11346,4,44,1,102099,F,83
11347,6,13,1,101799,M,61
11348,4,13,1,102099,M,39
11349,4,13,5,102099,F,43
11350,1,52,1,101799,F,73
11351,4,54,1,102199,F,40
11352,6,40,1,101799,F,58
11353,4,99,-1,102299,F,33
11354,2,52,2,101799,F,79
11355,6,54,1,102199,M,35
11356,4,99,-1,101799,M,73
11357,4,55,2,102199,M,58
11358,2,55,1,101799,F,74
11359,4,67,3,102099,M,49
11360,1,16,1,101799,M,29
11361,6,44,1,101799,F,57
11362,6,70,1,101799,F,32
11363,4,67,2,101799,M,37
11364,6,40,1,101799,F,64
11365,4,54,1,101799,F,85
11366,6,52,1,102199,F,23
11367,4,42,1,102299,F,69
11368,4,99,-1,102099,M,29
11369,4,52,1,101799,M,53
11370,6,55,1,101799,M,23
11371,4,38,1,102099,M,25
11372,4,42,1,101799,M,42
11373,4,40,1,101799,F,42
